time_signature,track_popularity,speechiness,danceability,playlist_name,track_artist,duration_ms,energy,playlist_genre,playlist_subgenre,track_name,mode,type,track_album_release_date,id,instrumentalness,track_album_id,playlist_id,track_id,valence,key,tempo,loudness,acousticness,liveness,track_album_name
4,52,0.0431,0.605,Deep House Relax,"Above & Beyond, PROFF",195899,0.9,electronic,deep house,Palermo,1,audio_features,2024-07-30,3rtPfogqDQQB392GBadZ3C,0.812,2yfg6aVt4CCtc8AH3YuRqM,37i9dQZF1DX2TRYkJECvfC,3rtPfogqDQQB392GBadZ3C,0.0376,1,125.007,-6.847,0.00888,0.129,Palermo / Fractals
4,57,0.0638,0.79,Deep House Relax,Tonic Walter,423006,0.781,electronic,deep house,Into The Night,0,audio_features,2023-07-07,7LMsAia3rSvaNrHjgfuJzB,0.912,4uncxf7qT7yP8ar3O0HPHr,37i9dQZF1DX2TRYkJECvfC,7LMsAia3rSvaNrHjgfuJzB,0.215,5,121.002,-9.915,0.511,0.108,Into The Night
4,57,0.0381,0.8,Deep House Relax,Rules,160488,0.615,electronic,deep house,Saturday Morning,0,audio_features,2023-08-11,24IEGudSMPFjk1U7klc4zp,0.473,4ATp8hoJal8KklLDp96Jcu,37i9dQZF1DX2TRYkJECvfC,24IEGudSMPFjk1U7klc4zp,0.758,11,123.016,-8.686,0.00251,0.225,Saturday Morning
3,57,0.049,0.611,Deep House Relax,VisionV,240449,0.715,electronic,deep house,Blossom,1,audio_features,2023-03-03,5kAv0wk38BRqdMPbaGbKQe,0.918,2RQiB9SPWqSLQETVpLVacO,37i9dQZF1DX2TRYkJECvfC,5kAv0wk38BRqdMPbaGbKQe,0.0327,9,123.877,-10.448,0.625,0.0986,Colorize 2023 Spring Sampler
4,56,0.16,0.692,Deep House Relax,Ross Quinn,222232,0.633,electronic,deep house,Mine To Love,0,audio_features,2023-03-03,0T9qmOvid82TeLi4ZyyA9D,0.00203,5M4iiiphjdlqSq9Yutm6QU,37i9dQZF1DX2TRYkJECvfC,0T9qmOvid82TeLi4ZyyA9D,0.0938,7,120.069,-8.513,0.164,0.124,Azure EP
4,56,0.0432,0.751,Deep House Relax,Tonic Walter,159950,0.751,electronic,deep house,NOVA,0,audio_features,2024-07-12,3B1LN55NKboRbiTWuCEA9j,0.792,1YUuLsspFu9xNpHfjyBPD4,37i9dQZF1DX2TRYkJECvfC,3B1LN55NKboRbiTWuCEA9j,0.0994,8,124.006,-10.263,0.0479,0.104,FEEL
4,56,0.0311,0.447,Deep House Relax,"Ben Böhmer, Lykke Li",222092,0.927,electronic,deep house,Hiding,1,audio_features,2024-07-09,3kFnwZHnMMNeO2YpOZyZVw,0.557,0bmziZNLLEcA5Av2v3DgHx,37i9dQZF1DX2TRYkJECvfC,3kFnwZHnMMNeO2YpOZyZVw,0.383,6,133.978,-6.189,0.0559,0.121,Hiding
4,54,0.0361,0.559,Deep House Relax,"Christian Löffler, Henry Green",199160,0.889,electronic,deep house,Felt (feat. Henry Green),0,audio_features,2024-04-26,6aZdYHEp6dkDOczK60y41d,0.631,4NFeATnC0BhLtvXInTdO9R,37i9dQZF1DX2TRYkJECvfC,6aZdYHEp6dkDOczK60y41d,0.0474,4,123.029,-9.952,0.169,0.232,A Life
4,55,0.0569,0.821,Deep House Relax,"AVAION, BUNT.",206885,0.44,electronic,deep house,Other Side,1,audio_features,2023-12-01,74qKLdiiTnXNqh2Co21RlJ,0.0552,1x58rOMA6gcxJdrgzbGVTo,37i9dQZF1DX2TRYkJECvfC,74qKLdiiTnXNqh2Co21RlJ,0.179,2,129.985,-10.612,0.291,0.101,Other Side
4,48,0.0384,0.829,Deep House Relax,Lofive,147625,0.545,electronic,deep house,I Kinda Like It,1,audio_features,2023-10-17,5Z4zrfHfykFUhSqNnt2Ubd,0.808,4Fl0fWnj9sqmEI8mN3dIOu,37i9dQZF1DX2TRYkJECvfC,5Z4zrfHfykFUhSqNnt2Ubd,0.539,0,120.052,-9.541,0.0757,0.103,I Kinda Like It
4,53,0.0391,0.734,Deep House Relax,Nora En Pure,212459,0.762,electronic,deep house,Spring Embers,0,audio_features,2023-04-14,2slr1WHisMcjKMEz0RJ8u2,0.952,13GMW4eLsmDiDr0BJihOxU,37i9dQZF1DX2TRYkJECvfC,2slr1WHisMcjKMEz0RJ8u2,0.251,9,122.005,-7.013,0.0261,0.12,Spring Embers
4,53,0.0452,0.661,Deep House Relax,"Marten Lou, Sasson (FR)",222439,0.898,electronic,deep house,Sun Will Rise - Edit,0,audio_features,2023-07-28,0vS9fkI3eI1JYjR1JuffHE,0.314,1wT7Bb0gvp6xEjsPLp6wpT,37i9dQZF1DX2TRYkJECvfC,0vS9fkI3eI1JYjR1JuffHE,0.325,4,123.031,-3.562,0.00167,0.0555,Sun Will Rise (Edit)
4,50,0.0361,0.608,Deep House Relax,"Midnight Pass, Ruffnux",198049,0.79,electronic,deep house,Calm,1,audio_features,2024-07-12,254ovkt2YPJeMAHdvuz5oe,0.756,78IwPOkrLSxRINhZS6iSKg,37i9dQZF1DX2TRYkJECvfC,254ovkt2YPJeMAHdvuz5oe,0.054,2,123.003,-9.68,0.581,0.127,Calm
4,49,0.0356,0.725,Deep House Relax,Eli & Fur,212500,0.571,electronic,deep house,Where I Find My Mind,1,audio_features,2023-03-10,1RuXenlriyybOv1ra0zeSQ,0.759,0sJ4br8FWqrOwoGcxTwJOM,37i9dQZF1DX2TRYkJECvfC,1RuXenlriyybOv1ra0zeSQ,0.285,7,114.991,-9.183,0.106,0.208,Where I Find My Mind
4,57,0.178,0.654,Deep House Relax,Rules,172939,0.646,electronic,deep house,Not Giving You Up,1,audio_features,2024-03-15,5s7KszYX1mfvpKA7XCMvfw,0.234,5V3TvHdleNDEhSIC4g7IFM,37i9dQZF1DX2TRYkJECvfC,5s7KszYX1mfvpKA7XCMvfw,0.689,0,123.806,-7.197,0.368,0.137,Not Giving You Up
4,49,0.0553,0.674,Deep House Relax,"Alex Lustig, Sølv",198347,0.338,electronic,deep house,Fade,0,audio_features,2023-01-06,1bNo2ybJL8rmZzOdd6T3sG,0.717,29CnJBF1VbNG79dvyguEzj,37i9dQZF1DX2TRYkJECvfC,1bNo2ybJL8rmZzOdd6T3sG,0.333,7,120.997,-18.251,0.679,0.111,Fade
4,49,0.0596,0.65,Deep House Relax,AVAION,198452,0.498,electronic,deep house,Broken,1,audio_features,2023-02-17,68Pr1RFCmybF7eK7m99a1n,0.0144,4ZBR5lkFXiVqI1oCehQZVO,37i9dQZF1DX2TRYkJECvfC,68Pr1RFCmybF7eK7m99a1n,0.108,8,120.056,-8.835,0.572,0.201,Broken
4,49,0.0335,0.555,Deep House Relax,Lane 8,290323,0.729,electronic,deep house,Childish,1,audio_features,2024-09-27,2BMhaksbPZEVPUx4U98WgK,0.867,2tj4SjIgpp92mAT2wtiDoZ,37i9dQZF1DX2TRYkJECvfC,2BMhaksbPZEVPUx4U98WgK,0.157,10,124.011,-9.798,0.151,0.117,Childish
4,48,0.0394,0.789,Deep House Relax,Stoto,261120,0.342,electronic,deep house,I Never Really Cared,0,audio_features,2020-06-12,05GiEzky4rkUc2aS95qaUr,0.895,1GC0SjdlXjnx0NyhHV0Ug8,37i9dQZF1DX2TRYkJECvfC,05GiEzky4rkUc2aS95qaUr,0.036,6,125.014,-15.726,0.704,0.104,Afterlife
4,47,0.0359,0.565,Deep House Relax,"Le Youth, Jerro, Lizzy Land",287812,0.75,electronic,deep house,Lost,1,audio_features,2023-01-19,4HWadIQagwXOjf14aUD6qg,0.395,5vC7gyO1QMBpkkqkTr6aGu,37i9dQZF1DX2TRYkJECvfC,4HWadIQagwXOjf14aUD6qg,0.142,2,120.971,-9.046,0.134,0.0847,Lost
4,47,0.0388,0.772,Deep House Relax,Sound Nomaden,291306,0.564,electronic,deep house,No Stress in Cres,1,audio_features,2023-09-22,0gRVYjk3IFVQBUtfdoLc5W,0.884,4R3hOElsUNXGykwoXwdsef,37i9dQZF1DX2TRYkJECvfC,0gRVYjk3IFVQBUtfdoLc5W,0.308,7,120.021,-11.577,0.584,0.0897,No Stress in Cres
4,47,0.0494,0.279,Deep House Relax,"Ben Böhmer, lau.ra",253240,0.542,electronic,deep house,Erase,1,audio_features,2021-08-25,1BbXlbs8pWeYI2yGpGhuzA,0.601,76ISW6PFWVDcSJsHO7jBbk,37i9dQZF1DX2TRYkJECvfC,1BbXlbs8pWeYI2yGpGhuzA,0.163,1,123.846,-11.962,0.47,0.0888,Erase
4,47,0.0395,0.65,Deep House Relax,Tonic Walter,192295,0.458,electronic,deep house,searchingforthelights,0,audio_features,2024-10-11,1Uzc6TAWKBBbp60GDJE1LR,0.957,0PHUdMruU2l6acvyz0RvXD,37i9dQZF1DX2TRYkJECvfC,1Uzc6TAWKBBbp60GDJE1LR,0.442,3,122.027,-13.202,0.801,0.0958,searchingforthelights
4,53,0.0504,0.674,Deep House Relax,DJ Seinfeld,296360,0.74,electronic,deep house,These Things Will Come To Be,1,audio_features,2021-09-03,27cgqh0VRhVeM61ugTnorD,0.818,7FvnTARvgjUyWnUT0flUN7,37i9dQZF1DX2TRYkJECvfC,27cgqh0VRhVeM61ugTnorD,0.166,4,125.998,-9.138,0.515,0.319,Mirrors
4,47,0.0931,0.625,Deep House Relax,Nora En Pure,162500,0.837,electronic,deep house,Do No More,1,audio_features,2023-07-28,21YVPtVHmvpodDiy7GyhUU,0.914,7lYVmgsxzp11ONTb9OynO0,37i9dQZF1DX2TRYkJECvfC,21YVPtVHmvpodDiy7GyhUU,0.152,11,120.021,-6.202,0.277,0.193,Do No More
4,47,0.0294,0.578,Deep House Relax,"RY X, Notre Dame",304928,0.575,electronic,deep house,Lençóis (Love Me) - Notre Dame Remix,0,audio_features,2023-08-31,5eqCFsvNDpNqlRnaq7yYLw,0.552,1PcJTDyhWQ0zIvl5gbFPfZ,37i9dQZF1DX2TRYkJECvfC,5eqCFsvNDpNqlRnaq7yYLw,0.0394,2,122.022,-11.284,0.000457,0.0624,Lençóis (Love Me) [Notre Dame Remix]
4,47,0.0356,0.7,Deep House Relax,Y.V.E. 48,165500,0.422,electronic,deep house,There For You,0,audio_features,2022-02-11,2m8dDOhC8fIaCFQ53c1l5z,0.424,62H7U1XbShQDiRaGtGWlBo,37i9dQZF1DX2TRYkJECvfC,2m8dDOhC8fIaCFQ53c1l5z,0.193,8,111.967,-14.276,0.523,0.12,There For You
4,46,0.0373,0.665,Deep House Relax,"Kaskade, Lauren L'aimant",216500,0.946,electronic,deep house,Save Me,0,audio_features,2023-10-13,6ihglXSp2FFA9RjhiExxJR,0.648,1QqhWCY0SdPjJiB6szbXPt,37i9dQZF1DX2TRYkJECvfC,6ihglXSp2FFA9RjhiExxJR,0.133,1,120,-5.215,0.00186,0.198,Save Me
4,46,0.0342,0.567,Deep House Relax,Trilucid,190161,0.725,electronic,deep house,In My Head,0,audio_features,2023-12-15,1KCqxAWsSoXC9abnWLiYqH,0.891,7I1VmJNtSnoM82exSSoAxX,37i9dQZF1DX2TRYkJECvfC,1KCqxAWsSoXC9abnWLiYqH,0.495,7,124.027,-10.29,0.144,0.406,In My Head
5,46,0.0365,0.637,Deep House Relax,Marsh,238181,0.908,electronic,deep house,All Night Long,1,audio_features,2023-01-20,5YQQ9zU5mxgQcKDC3YSHnd,0.952,6dhfq40XcSorQ05h7RC7Ts,37i9dQZF1DX2TRYkJECvfC,5YQQ9zU5mxgQcKDC3YSHnd,0.103,5,124.992,-8.035,0.0472,0.0864,All Night Long
4,46,0.0357,0.734,Deep House Relax,"MEUTE, pølaroit",344893,0.584,electronic,deep house,Verden,0,audio_features,2023-06-14,0an9zVn661Xhu94USWLmIj,0.852,3E7tB63oCaFKzaxJSlrLD2,37i9dQZF1DX2TRYkJECvfC,0an9zVn661Xhu94USWLmIj,0.04,6,119.007,-10.721,0.124,0.0802,Verden
4,46,0.0342,0.623,Deep House Relax,Nora En Pure,175082,0.909,electronic,deep house,Sherwood Forest,1,audio_features,2023-06-30,4PweJp1SbwGcCtUWGUKHbw,0.96,0yhqyTd1ulAT8kADrHfRiu,37i9dQZF1DX2TRYkJECvfC,4PweJp1SbwGcCtUWGUKHbw,0.0581,10,122.002,-7.929,0.0396,0.22,Sherwood Forest
4,45,0.0341,0.661,Deep House Relax,Catching Flies,208781,0.739,electronic,deep house,Falling Apart,0,audio_features,2024-08-02,6OLWbvjMrcnjee9YyD6qnA,0.69,2WOEuoplEe5oGQlz6jNlji,37i9dQZF1DX2TRYkJECvfC,6OLWbvjMrcnjee9YyD6qnA,0.251,5,123.032,-10.153,0.0148,0.17,Falling Apart
4,45,0.0309,0.754,Deep House Relax,CRi,249012,0.579,electronic,deep house,I Can Make It,1,audio_features,2023-07-14,5ciL7TMQsSDLIkrGXuRYbY,0.595,3pbmaOn4zqdizRfvYKPoat,37i9dQZF1DX2TRYkJECvfC,5ciL7TMQsSDLIkrGXuRYbY,0.31,9,128.03,-7.497,0.00689,0.0823,I Can Make It
4,46,0.0339,0.68,Deep House Relax,"Marsh, Volen Sentir",244518,0.901,electronic,deep house,Ascension,0,audio_features,2024-10-25,6Gi53jMV1JLVFYOS2iywxA,0.908,6mhiuF8VWrCnXFyX8UpPVS,37i9dQZF1DX2TRYkJECvfC,6Gi53jMV1JLVFYOS2iywxA,0.0598,10,122.995,-6.818,0.000487,0.338,Ascension
4,45,0.0348,0.712,Deep House Relax,"Christian Löffler, Henry Green",251591,0.569,electronic,deep house,New Fires,0,audio_features,2022-09-30,6I7nESv5d9zf9DcEA9I25u,0.492,20brpiEt6JIbhmmHqF7Fjj,37i9dQZF1DX2TRYkJECvfC,6I7nESv5d9zf9DcEA9I25u,0.241,6,116.016,-10.819,0.346,0.0794,New Fires
4,45,0.0322,0.667,Deep House Relax,Parra for Cuva,254749,0.452,electronic,deep house,Mimose,0,audio_features,2024-01-26,5aYZ8EM8Do3PpgUqArgiQ8,0.888,4Ng9Nfr1cVIftnjfuzDUG2,37i9dQZF1DX2TRYkJECvfC,5aYZ8EM8Do3PpgUqArgiQ8,0.0425,2,114.994,-12.089,0.239,0.0847,Mimose
4,45,0.0437,0.561,Deep House Relax,"AVAION, HÜMAN",207738,0.748,electronic,deep house,Hiding - HÜMAN Remix,1,audio_features,2023-08-18,2tSXZeA9MZ4QaQcxZQwdyX,0.0255,1xebNg9O1JfE5Yt2lpvVCA,37i9dQZF1DX2TRYkJECvfC,2tSXZeA9MZ4QaQcxZQwdyX,0.0393,2,126.082,-7.368,0.0898,0.106,Hiding (HÜMAN Remix)
4,45,0.0279,0.604,Deep House Relax,"WhoMadeWho, CamelPhat, RY X",231074,0.723,electronic,deep house,Love Will Save Me - CamelPhat Remix,0,audio_features,2024-03-22,5KDKk7wE5VB4bXELIPO6Yn,0.17,0coGG0WBfWOJMqIViNM7nQ,37i9dQZF1DX2TRYkJECvfC,5KDKk7wE5VB4bXELIPO6Yn,0.0706,5,121.002,-7.676,0.017,0.36,Love Will Save Me (Remixes)
4,46,0.0673,0.648,Deep House Relax,Nora En Pure,269508,0.902,electronic,deep house,Indulgence,0,audio_features,2023-03-10,038yuRmrY7Vk8d6c3PDs7Q,0.956,4gPXfd2Aipvdgk1W5Musou,37i9dQZF1DX2TRYkJECvfC,038yuRmrY7Vk8d6c3PDs7Q,0.11,5,121.986,-6.882,0.115,0.2,Indulgence
4,45,0.0317,0.699,Deep House Relax,"Steven Weston, Låpsley",296000,0.68,electronic,deep house,Like I Used To,1,audio_features,2022-03-31,2L9M3x9RTHoJ313ajYr0dg,0.129,4JJduz9iTc6n8ntRPAhOUy,37i9dQZF1DX2TRYkJECvfC,2L9M3x9RTHoJ313ajYr0dg,0.13,0,119.967,-8.177,0.00801,0.106,Like I Used To
4,45,0.0671,0.778,Deep House Relax,Stephan Jolk,224516,0.807,electronic,deep house,Keep Going,1,audio_features,2023-02-03,0JDSAbpZjlSMP2fpFjtiuN,0.703,6QehqXj90f0dAm6IqMPtRo,37i9dQZF1DX2TRYkJECvfC,0JDSAbpZjlSMP2fpFjtiuN,0.0384,1,124.004,-10.79,0.0816,0.238,Keep Going
4,45,0.0352,0.631,Deep House Relax,"BLOND:ISH, Grace Tither",202501,0.763,electronic,deep house,Waves (feat. Grace Tither),0,audio_features,2021-03-19,6ymVxYG0UHqIjXmclbE1cu,0.299,2IYPZalD9Rc91KERQfYIaf,37i9dQZF1DX2TRYkJECvfC,6ymVxYG0UHqIjXmclbE1cu,0.715,9,121.008,-9.774,0.0824,0.0875,Waves (feat. Grace Tither)
4,45,0.148,0.678,Deep House Relax,Caius,161614,0.781,electronic,deep house,Have U,1,audio_features,2023-11-17,39x2AFARnc2ovMRtxw272B,0.796,4WblkRJ8yUZ7OAG2Klyb9h,37i9dQZF1DX2TRYkJECvfC,39x2AFARnc2ovMRtxw272B,0.233,6,135.093,-10.792,0.462,0.703,Have U
4,45,0.0334,0.576,Deep House Relax,"Nils Hoffmann, Rae Morris",250921,0.815,electronic,deep house,Lonely,0,audio_features,2023-06-30,1FTrDODUS6bWx3eSCWu1Ym,0.00661,3o2K9k9I6qN5U8VAD8vfVp,37i9dQZF1DX2TRYkJECvfC,1FTrDODUS6bWx3eSCWu1Ym,0.039,4,124.975,-7.088,0.00966,0.0911,Lonely
4,44,0.0346,0.774,Deep House Relax,Luttrell,227213,0.732,electronic,deep house,Sunrise Song,1,audio_features,2023-06-23,30D2wqU8iuzaD653y938ip,0.963,6CAvmCLOQq9WxSxhsc5Ewk,37i9dQZF1DX2TRYkJECvfC,30D2wqU8iuzaD653y938ip,0.328,1,122.018,-11.04,0.00197,0.185,Sunrise Song
4,44,0.0316,0.555,Deep House Relax,Holo,319552,0.805,electronic,deep house,Oceanside Girl,1,audio_features,2022-04-22,5wILnj9sHZqmi0IKNQrgil,0.744,0neG0MxqKJPNFGOajtr0Lv,37i9dQZF1DX2TRYkJECvfC,5wILnj9sHZqmi0IKNQrgil,0.498,3,117.981,-7.574,0.00114,0.113,Oceanside Girl
4,44,0.0545,0.835,Deep House Relax,Dayne S,307625,0.542,electronic,deep house,Running up That Hill,0,audio_features,2022-02-18,3cwl2Mnq8urylYJNCvLJdZ,0.838,7fKT7JDZJvg0LhaXp9Tltw,37i9dQZF1DX2TRYkJECvfC,3cwl2Mnq8urylYJNCvLJdZ,0.64,7,120.988,-11.611,0.546,0.108,Running up That Hill
3,44,0.0291,0.534,Deep House Relax,"Franky Wah, Rae Morris",265265,0.791,electronic,deep house,Call My Name,1,audio_features,2023-08-01,4vI94CkCfDXotFMcSPujvK,0.268,2AATjcwyMv4RDwKvXZyBn4,37i9dQZF1DX2TRYkJECvfC,4vI94CkCfDXotFMcSPujvK,0.17,1,123.986,-6.288,0.038,0.244,Call My Name
4,43,0.0287,0.615,Deep House Relax,il:lo,324333,0.657,electronic,deep house,Cynnes,1,audio_features,2023-03-24,6EjqmQ7tyQUIOYo4jXDiX9,0.859,1gBWP6CbeIFWedMHaR5FJ4,37i9dQZF1DX2TRYkJECvfC,6EjqmQ7tyQUIOYo4jXDiX9,0.525,4,114.002,-9.864,0.599,0.0892,Cynnes
4,43,0.035,0.578,Deep House Relax,"MVCA, SCHWARZ",218000,0.667,electronic,deep house,All we ever wanted,0,audio_features,2024-08-16,33SyBnfjyUS9c8lvz6YOp8,0.419,5v1b45XBRct5szZaw9mFX2,37i9dQZF1DX2TRYkJECvfC,33SyBnfjyUS9c8lvz6YOp8,0.243,8,120.004,-12.066,0.254,0.146,All we ever wanted
4,44,0.0336,0.652,Deep House Relax,"Luttrell, Molly Moonwater",175041,0.543,electronic,deep house,Something Right,1,audio_features,2024-07-19,4m7n8fwmFXIopFBzWbmlzj,0.00976,3NgRCeEQNc1mSlcbQBUnEI,37i9dQZF1DX2TRYkJECvfC,4m7n8fwmFXIopFBzWbmlzj,0.3,8,124.046,-9.461,0.0208,0.148,Something Right
4,43,0.0337,0.66,Deep House Relax,"Francis Mercier, Kiesza",257678,0.852,electronic,deep house,Egyptian Sun,1,audio_features,2023-05-26,0Y3xTcu928EXNhF5yuPOvH,0.111,1S9zeICRVy9V9DxSH0XAaa,37i9dQZF1DX2TRYkJECvfC,0Y3xTcu928EXNhF5yuPOvH,0.203,8,122.039,-5.581,0.013,0.276,Egyptian Sun
4,43,0.0578,0.788,Deep House Relax,Sue Avenue,534857,0.896,electronic,deep house,Ibiza Blue,1,audio_features,2021-04-16,3HnJq0iCE0bVO1yYFxNX1C,0.896,6x9IjCEY9ZAwKtAUopoXKm,37i9dQZF1DX2TRYkJECvfC,3HnJq0iCE0bVO1yYFxNX1C,0.275,11,104.982,-7.873,0.0721,0.0254,Ibiza Blue
4,43,0.0393,0.624,Deep House Relax,"Christian Löffler, Mogli",247730,0.575,electronic,deep house,Envy,1,audio_features,2023-05-05,25NOsBha9pzXG6fqGQ79W9,0.919,60K91BZTnabLByBJejwqVS,37i9dQZF1DX2TRYkJECvfC,25NOsBha9pzXG6fqGQ79W9,0.0654,8,118.029,-9.945,0.441,0.1,Envy
4,41,0.0697,0.833,Cumbia Classics,"La Sonora Dinamita, Alvaro Pava",235880,0.626,latin,cumbia,La Suavecita,0,audio_features,2015-07-17,5s2OhbqW2GN75afWXmwC9C,7.83E-06,2l2CiNWyegCBfXad25fAJT,0KmkdDrKlNG5GPuoF0sf3y,5s2OhbqW2GN75afWXmwC9C,0.703,5,96.625,-7.798,0.0225,0.0893,"Música Tropical de Colombia, Vol. 17"
4,20,0.0441,0.869,Cumbia Classics,Brazeros Musical De Durango,177747,0.684,latin,cumbia,El Muñeco,1,audio_features,2010-01-01,0XTYuXsgte2hny1705gIan,0,7DpeUq1EBcQpUEOUx7YUCp,0KmkdDrKlNG5GPuoF0sf3y,0XTYuXsgte2hny1705gIan,0.982,9,119.994,-5.571,0.071,0.25,Serie Diamante- 15 Súper Éxitos
4,67,0.0362,0.64,Cumbia Classics,Aaron Y Su Grupo Ilusion,247893,0.505,latin,cumbia,Todo Me Gusta De Ti,1,audio_features,2000-01-01,5gUoppDphfYsIiguGr5drh,0,0Hkn7bDEG0kyUxI6gQdHzB,0KmkdDrKlNG5GPuoF0sf3y,5gUoppDphfYsIiguGr5drh,0.786,10,180.625,-5.766,0.176,0.0769,Destilando Amor
4,45,0.0347,0.719,Cumbia Classics,Fito Olivares y Su Grupo,143973,0.673,latin,cumbia,El Colesterol,0,audio_features,2013-06-25,0cMIrWqljfkcl99TIYTtqf,0,1vmEJQwpLyDznLxVsr1WCv,0KmkdDrKlNG5GPuoF0sf3y,0cMIrWqljfkcl99TIYTtqf,0.95,7,89.646,-7.184,0.414,0.126,Exitos Inolvidables
4,31,0.0332,0.843,Cumbia Classics,Los Tigrillos,170573,0.886,latin,cumbia,Por cuánto me lo das,1,audio_features,2002-07-31,6c6Erpk98fxwcqXI3bx8th,0.000387,6sCg6I963xNmg9qo8xbwqp,0KmkdDrKlNG5GPuoF0sf3y,6c6Erpk98fxwcqXI3bx8th,0.856,2,96.555,-5.3,0.0736,0.156,Cumbias con Garra Vol. IV *
4,32,0.0501,0.911,Cumbia Classics,La Chanchona De Tito Mira,258299,0.698,latin,cumbia,El Hijo De Tuta,0,audio_features,2003,4opppHhzBKB78YAB8mvHTz,5.77E-06,30xnFl1cas1F1Z6jrWtWg0,0KmkdDrKlNG5GPuoF0sf3y,4opppHhzBKB78YAB8mvHTz,0.891,9,99.878,-8.529,0.0333,0.0781,La Cumbia De Carmelo
4,21,0.0632,0.844,Cumbia Classics,Los Francos,275267,0.673,latin,cumbia,Mix Aniceto 2000: Josefina / La Loca / La Brujita,1,audio_features,2012-04-02,7o75Hk4yPLLt49NbmlRoH2,0.000263,0i3mE6Q9Sa4tyuyZlptC6Z,0KmkdDrKlNG5GPuoF0sf3y,7o75Hk4yPLLt49NbmlRoH2,0.849,9,139.991,-7.498,0.0836,0.0512,"Latina. Merengues, Cumbias, Norteñas y Duranguense"
4,42,0.0701,0.696,Cumbia Classics,Los Hermanos Flores,241189,0.488,latin,cumbia,Estas Bien Buena,0,audio_features,2002,4noxYD9JqvRza6EMNZA8nB,0.0179,7twVJTHQ11Td4m3RWIqYyP,0KmkdDrKlNG5GPuoF0sf3y,4noxYD9JqvRza6EMNZA8nB,0.897,4,191.935,-9.382,0.14,0.134,40 Anos
4,20,0.0678,0.503,Cumbia Classics,Aaron Y Su Grupo Ilusion,263880,0.685,latin,cumbia,La 2Da. De Niña,0,audio_features,1996-01-01,6jggn85OWTaATCSyojMuVD,0.000129,3U8KQJKMc4G13gGkVYgDRq,0KmkdDrKlNG5GPuoF0sf3y,6jggn85OWTaATCSyojMuVD,0.787,5,182.031,-5.673,0.126,0.233,Folklore Tropical
4,46,0.0409,0.727,Cumbia Classics,Aniceto Molina,266467,0.838,latin,cumbia,La Negra Caderona,1,audio_features,1994,0REGjs3It72visxjrvspjz,0.000401,6ZdrV1bkT4HDvQvVtHWvSg,0KmkdDrKlNG5GPuoF0sf3y,0REGjs3It72visxjrvspjz,0.709,0,95.86,-6.779,0.574,0.0497,Puro Vallenato
4,46,0.0482,0.728,Cumbia Classics,Fito Olivares y Su Grupo,187707,0.79,latin,cumbia,La Guera Salome,1,audio_features,2013-06-25,4IYCAXARpvEOrha1xM6MJ6,0,1vmEJQwpLyDznLxVsr1WCv,0KmkdDrKlNG5GPuoF0sf3y,4IYCAXARpvEOrha1xM6MJ6,0.842,5,97.833,-8.458,0.304,0.0983,Exitos Inolvidables
4,56,0.0359,0.467,Cumbia Classics,Fito Olivares y Su Grupo,190800,0.619,latin,cumbia,Juana La Cubana,1,audio_features,2013-06-25,1cdpDAE7LHSHviJ73SGuGS,0.00545,1vmEJQwpLyDznLxVsr1WCv,0KmkdDrKlNG5GPuoF0sf3y,1cdpDAE7LHSHviJ73SGuGS,0.826,5,176.296,-10.079,0.763,0.181,Exitos Inolvidables
4,11,0.0599,0.852,Cumbia Classics,Fito Olivares,195667,0.752,latin,cumbia,La Sabrosona,1,audio_features,2012-01-01,6dj3iB3smFHdliiPEAz1WI,0.000113,45K4dOOzs0Q5jqjFYyFjcs,0KmkdDrKlNG5GPuoF0sf3y,6dj3iB3smFHdliiPEAz1WI,0.78,9,96.673,-5.266,0.401,0.0435,Momentos De Coleccion
4,19,0.0463,0.757,Cumbia Classics,Fito Olivares,171040,0.828,latin,cumbia,Fin De Semana,0,audio_features,2012-01-01,2SeiuHGC1rlWYAb3nLfILU,0.00176,45K4dOOzs0Q5jqjFYyFjcs,0KmkdDrKlNG5GPuoF0sf3y,2SeiuHGC1rlWYAb3nLfILU,0.96,9,91.506,-4.388,0.486,0.127,Momentos De Coleccion
4,29,0.0351,0.832,Cumbia Classics,Raymix,258080,0.593,latin,cumbia,Oye Mujer,0,audio_features,2018-05-18,3kd5frqyats2nkTy73aW1a,0,3CzeG68WKVXRMumlmwoCfl,0KmkdDrKlNG5GPuoF0sf3y,3kd5frqyats2nkTy73aW1a,0.952,4,90.993,-5.975,0.169,0.201,Oye Mujer (Deluxe Edition)
4,59,0.0302,0.551,Cumbia Classics,Raymix,231107,0.544,latin,cumbia,¿Dónde Estarás?,0,audio_features,2018-02-07,55fNwvY5YPrQgndjwBywM8,0,6uppp1YRIV4bPZkJoFH8x1,0KmkdDrKlNG5GPuoF0sf3y,55fNwvY5YPrQgndjwBywM8,0.916,7,181.859,-7.608,0.136,0.193,Oye Mujer
4,55,0.0293,0.634,Cumbia Classics,Raymix,250667,0.732,latin,cumbia,Primer Beso,1,audio_features,2018-02-07,32l04pZhdMpvRgynPJO2Dw,0,6uppp1YRIV4bPZkJoFH8x1,0KmkdDrKlNG5GPuoF0sf3y,32l04pZhdMpvRgynPJO2Dw,0.718,4,90.001,-7.173,0.462,0.125,Oye Mujer
